View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,RM,0,1,SingleQuestion,"Hari is a project manager for a web development project. The project has a 70% chance of making the company $200,000 over the six months. It has a 30% chance of costing the company $100,000. What&rsquo;s the project&rsquo;s EMV?",,,"[Qno: PML_1252] >> While calculating EMV, add those risk which saves money for you (opportunities) treat them as positive and multiply by the probability of happening and add those risk which cost you money treat them as negative and multiply by probability of happening. Add both together<BR>70% x 200,000 = 140,000<BR>30% x 100,000 = 30,000<BR>EMV = 140,000 - 30,000 = 110,000",,,,
,,,,,,1,"110,000",,,,,
,,,,,,,"70,000",,,,,
,,,,,,,"78,000",,,,,
,,,,,,,"230,000",,,,,
Radio,RM,0,1,SingleQuestion,You project is progressing well with all planning activities. You have sat down with the customer for a JAD session to review some alternatives for proceeding with the project. The customer wants to model some of the potential alternatives forward to see which one of these alternatives offers the best solution. This type of analysis is called,,,"[Qno: PML_1445] >> The technique that uses modeling is the Monte Carlo simulation. PMBOK(r) Guide 4th Edition, p. 438",,,,
,,,,,,, Critical Path analysis,,,,,
,,,,,,1, Monte Carlo analysis ,,,,,
,,,,,,, Multi-objective algorithm analysis,,,,,
,,,,,,, QFD analysis,,,,,
Radio,RM,0,1,SingleQuestion,An unprecedented problem has surfaced in your project and the response plan for this problem is NOT mentioned in your risk register. How would you address this kind of issues,,,"[Qno: PML_1466] >> A workaround is defined as a response to a negative risk that was not part of original risk planning. PMBOK(r) Guide 4th Edition, p. 453. It is usually a solution developed ""on-the-fly"" until a permanent solution can be derived",,,,
,,,,,,,Secondary risk response,,,,,
,,,,,,,Cannot do anything of these kind of unplanned risks,,,,,
,,,,,,1,A workaround risk response ,,,,,
,,,,,,,A contingency risk response,,,,,
Radio,RM,0,1,SingleQuestion, What is the expected monetary value (EMV)?,,,"[Qno: PML_1480] >>  The expected monetary value (EMV) is statistical technique to calculate the future outcome of a risk. It outlines the potential cost of a negative risk or the potential benefit of a positive risk. PMBOK(r) Guide 4th Edition, p. 434",,,,
,,,,,,,What the project ROI will be ,,,,,
,,,,,,1,"The potential cost/benefit of a risk, positive or negative",,,,,
,,,,,,,The amount of the risk contingency budget,,,,,
,,,,,,,The cost baseline minus the risk contingency,,,,,
Radio,RM,0,1,SingleQuestion,SWOT means,,,"[Qno: PML_1514] >>  The SWOT acronym means: strengths, weaknesses, opportunities, threats. PMBOK(r) Guide, p. 288",,,,
,,,,,,,"Strengths, Warnings, Observations, Threats",,,,,
,,,,,,1,"Strengths, Weaknesses, Opportunities, Threats",,,,,
,,,,,,,"Stealth, Warrant, Optimize, Transcend ",,,,,
,,,,,,,"Strengths, Waste, Omissions, Terminations",,,,,
Radio,RM,0,1,SingleQuestion,Which one of the given options is Corrective action,,,[Qno: PML_1724] >> ,,,,
,,,,,,,You are fixing past anomalies,,,,,
,,,,,,,The responsibility of the change control board (CCB),,,,,
,,,,,,,An output of project plan execution. ,,,,,
,,,,,,1,Anything done to bring the project&rsquo;s future performance in line with the project management plan. ,,,,,
Radio,RM,0,1,SingleQuestion,You are trying to reduce the impact of a risk event by reducing the possibility of its occurrence. This is called,,,[Qno: PML_1905] >> ,,,,
,,,,,,,Risk acceptance,,,,,
,,,,,,,Risk mitigation,,,,,
,,,,,,1,Risk avoidance,,,,,
,,,,,,,Contingency planning,,,,,
Radio,RM,0,1,SingleQuestion,"Ravi is working as project manager in Air Conditioner (AC) manufacturing company. AC parts required in this  manufacturing process supplied by a vendor did not reach in time because of rail accident on the way. Ravi had anticipated this risk of delay and planned for it in his risk response plan. So, as per his risk response plan, he started using unutilized parts which were bought a year ago. However, this has exposed his project to a new risk - the AC parts which were not used for one year may have higher level of defects. This new risk can also be called:",,,[Qno: PML_2047] >> ,,,,
,,,,,,1, Secondary risks,,,,,
,,,,,,, Unidentifiable risks,,,,,
,,,,,,, Unmanageable risks,,,,,
,,,,,,, Residual risks,,,,,
Radio,RM,0,1,SingleQuestion,"You are working on an big IT project and have identified few complex components for which you know that there are better companies in market to deliver it in much efficient way at lesser cost. So you decide to outsource these complex components to 10 sub-contracting IT companies at  Fixed Price contract. In this context, all the following statements relating to transferring of risk to a contractor are true EXCEPT:",,,[Qno: PML_2058] >> Option1: Not necessarily true. Otherwise why people would like to take insurance if more than the value at risk has to be paid out.<BR>Option2/Option3: As per PMBoK Fixed price contracts are always in favor of buyer and Cost plus contracts are in favor of seller<BR>Optione4: Contracts are designed with intention of transferring the risk to some party. Thus transfers the liability also.,,,,
,,,,,,1,Risk transference always involves payment of a premium more than the risk amount.,,,,,
,,,,,,,Fixed price contract always transfers the risk to the seller.,,,,,
,,,,,,,Cost-plus contracts are not in favor of buyer,,,,,
,,,,,,,Contracts are used for the transference of liability for specified risks to another party.,,,,,
Radio,RM,0,1,SingleQuestion,"You are working on a construction project, in your risk identification process you identified that 20 percent of all risk events identified are associated with the risk category of logistics. Knowing this information will allow you to:",,,[Qno: PML_2491] >> ,,,,
,,,,,,1,Develop a comprehensive logistic plan,,,,,
,,,,,,,Develop a comprehensive human resource plan,,,,,
,,,,,,,Keep good buffer on logistic activities,,,,,
,,,,,,,Knowing that all logistic activities are on critical path,,,,,
Radio,RM,0,1,SingleQuestion,Ravi is PMP and he informs you that Risk Management is very important for your project and you should do risk identification while …… your project,,,"[Qno: PML_2497] >> Risk identification is done as part of the Planning Process Group. Ref: PMBOK(r) Guide 4th Edition Page 43, table 3-1",,,,
,,,,,,1,Planning,,,,,
,,,,,,,Initiating,,,,,
,,,,,,,Executing,,,,,
,,,,,,,Closing,,,,,
Radio,RM,0,1,SingleQuestion,"Of the following, which is not an example of risk?",,,[Qno: PML_2506] >> All are risk except (4th) option. A project manager should monitor and control project activities throughout project lifecycle.,,,,
,,,,,,,Internet is going down while project work transfer to customer&rsquo;s data centre,,,,,
,,,,,,,Losing customer due to poor quality,,,,,
,,,,,,,Removing a resource from project while execution phase,,,,,
,,,,,,1,Monitoring and Controlling project activities,,,,,
Radio,RM,0,1,SingleQuestion,"In Project Risk Management, four processes have only one output item. Out of these four, two processes has the single  and same output item. Which are the two processes?",,,[Qno: PML_2591] >> ,,,,
,,,,,,,"Plan Risk Management, Plan Risk Responses.",,,,,
,,,,,,1,"Perform Qualitative Risk Analysis, Perform Quantitative Risk Analysis.",,,,,
,,,,,,,"Identify Risks, Monitor Risks.",,,,,
,,,,,,,"Plan Risk Responses, Monitor and Control Risks.",,,,,
Radio,RM,0,1,SingleQuestion,Which of these are not tool & technique of Identify Risk,,,"[Qno: PML_2594] >> T&T of identify risk:<BR>Documentation Reviews, Information Gathering Techniques<BR>Checklist Analysis, Assumptions Analysis, Diagramming Techniques, SWOT Analysis, Expert judgement",,,,
,,,,,,,Documentation Review,,,,,
,,,,,,,Checklist Analysis,,,,,
,,,,,,,Assumption Analysis,,,,,
,,,,,,1,Risk Urgency Assessment,,,,,
Radio,RM,0,1,SingleQuestion,"Which process has Risk reassessment, Risk audits, Variance and trend analysis, Technical performance measurement, Reserve analysis, and Status meetings as Tools & Techniques?",,,[Qno: PML_2596] >> ,,,,
,,,,,,,Identify Risks,,,,,
,,,,,,,Plan Risk Responses,,,,,
,,,,,,,Perform Quantitative Risk Analysis,,,,,
,,,,,,1,Monitor and Control Risks,,,,,
Radio,SM,0,1,SingleQuestion,You are managing an IT project and one of the stakeholder asks you that why you consider the scope statement so important in your project management methodology. You answer to this question is-----,,,[Qno: PML_119] >> ,,,,
,,,,,,1,The project scope serves as a reference for all future project decisions.,,,,,
,,,,,,,Project managers must document any changes before approving or declining them.,,,,,
,,,,,,,It is mandatory to consult the plan before authorizing any change.,,,,,
,,,,,,,The project plan and EVM work together to assess the risk involved with proposed changes.,,,,,
Radio,SM,0,1,SingleQuestion,What is the major output of the Define Scope process?,,,[Qno: PML_128] >> ,,,,
,,,,,,,Scope baseline,,,,,
,,,,,,1,Project scope statement,,,,,
,,,,,,,Accepted deliverables,,,,,
,,,,,,,Project scope document,,,,,
Radio,SM,0,1,SingleQuestion,"Your customer expects you to implement a minor scope change without delay and without additional cost. You believe that you have adequate authorization to make the decision by yourself, but you are not quite sure about this. What should be your next steps",,,"[Qno: PML_533] >> PMBOK(r) Guide 4th Edition, page 93.",,,,
,,,,,,1,"Handle the request according to the integrated change control processes described in your management plans. Then make a decision together with the appropriate change control body, whether the increased customer satisfaction will be worth the extra costs, work, risks etc.",,,,,
,,,,,,,Customer satisfaction is your top priority. Customer gives you opportunity for this. This is the opportunity to exceed the expectations. So ahead and make up the cost from contingency buffer. After all this is for these kind of situations.,,,,,
,,,,,,,Look into the opportunity and try to exploit it for further profit maximization,,,,,
,,,,,,,"This is good opportunity to develop relations so go ahead and start working on this, after all this is minor scope change.",,,,,
Radio,SM,0,1,SingleQuestion,A WBS dictionary has,,,"[Qno: PML_539] >> PMBOK(r) Guide 4th Edition, page 453.",,,,
,,,,,,1,Details of each WBS component,,,,,
,,,,,,,Technical details of the scope,,,,,
,,,,,,,Functional details of the scope,,,,,
,,,,,,,List of deliverables & their dictionary meaning,,,,,
Radio,SM,0,1,SingleQuestion,Where should you write the product acceptance criteria?,,,"[Qno: PML_555] >> PMBOK(r) Guide 4th Edition, page 115.",,,,
,,,,,,,Work breakdown structure,,,,,
,,,,,,,Resource assignments,,,,,
,,,,,,1,Project scope statement,,,,,
,,,,,,,Project scope management plan,,,,,
Radio,SM,0,1,SingleQuestion,Create WBS is part which Knowledge Area?,,,[Qno: PML_1089] >> ,,,,
,,,,,,,Project Time Management,,,,,
,,,,,,,Project Integration Management,,,,,
,,,,,,,Project Cost Management,,,,,
,,,,,,1,Project Scope Management,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following statement is NOT true?,,,"[Qno: PML_1127] >> WBS, WBS Dictionary, Scope baseline & Project document updates are output of Create WBS process",,,,
,,,,,,,Work breakdown structure(updates) is an output of Scope control,,,,,
,,,,,,1,WBS Dictionary is an output of Define Scope ,,,,,
,,,,,,,Requested changes is an output of Scope Verification,,,,,
,,,,,,,Work Performance information is an input to Scope control,,,,,
Radio,SM,0,1,SingleQuestion,"Amit is the manager of a software project. His client has agreed on a Project Scope Statement at the beginning of the project, but whenever the client verifies deliverables, he comes up with features that he would like to add into the product. Amit is working with the client to find what requirements were missed in the planning stages of the project and how to plan better in the future. This is an example of ",,,[Qno: PML_1295] >> The project&rsquo;s scope is changing every time the client is asked to verify the product—that&rsquo;s scope creep.,,,,
,,,,,,,Gold plating on scope,,,,,
,,,,,,1,Scope creep,,,,,
,,,,,,,Alternatives analysis,,,,,
,,,,,,,Identifying variance,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following options is not used for assessing the completion of the project scope.,,,[Qno: PML_1754] >> The product requirements are the basis for assessing the completion of the PRODUCT scope. Remaining all are used to verify the project scope.,,,,
,,,,,,, The project management plan.,,,,,
,,,,,,1, The product requirements.,,,,,
,,,,,,, The project scope statement.,,,,,
,,,,,,, The WBS and WBS dictionary.,,,,,
Radio,SM,0,1,SingleQuestion,All of the following are true concerning the product description except,,,[Qno: PML_1772] >> The product description is generally broader that a statement of work. [12.1.1.2],,,,
,,,,,,,It describes the ultimate end product of the project.,,,,,
,,,,,,,It provides important information about any technical issues that are relevant to procurement planning.,,,,,
,,,,,,1,It is another term for the Statement of Work (SOW).,,,,,
,,,,,,,It is usually part of the Request for Proposal.,,,,,
Radio,SM,0,1,SingleQuestion,"Project success depends on a no. of interrelated factors, including time, cost and scope control. The success of any project depends primarily on:",,,[Qno: PML_1785] >> ,,,,
,,,,,,1,Customer satisfaction.,,,,,
,,,,,,,Customer acceptance of the product.,,,,,
,,,,,,,Customer experience in providing detail scope,,,,,
,,,,,,,Exceeding customer expectations through gold plating.,,,,,
Radio,SM,0,1,SingleQuestion,Your company exhibited a home security model in national trade fare and real estate magazines to obtain the feedback from the market. After that company implemented a chain of valuable feedback into final product and decided to go mass production of the system. Which one is true?,,,[Qno: PML_2105] >> ,,,,
,,,,,,,This is example of observation technique,,,,,
,,,,,,1,This is example of prototype,,,,,
,,,,,,,This is example of questionnaire,,,,,
,,,,,,,This is example of Delphi technique,,,,,
Radio,SM,0,1,SingleQuestion,Which one the following is true for Breakdown Structure?,,,[Qno: PML_2281] >> ,,,,
,,,,,,,Control charts,,,,,
,,,,,,1,Hierarchical chart,,,,,
,,,,,,,Pie chart,,,,,
,,,,,,,Run chart,,,,,
Radio,SRE,0,1,SingleQuestion,The Project Management Institute&rsquo;s Code of Professional Conduct deals with responsibilities to:,,,[Qno: PML_129] >> ,,,,
,,,,,,,The profession and to the customer and the management.,,,,,
,,,,,,1,"Professional advancement, practice, and professional conduct.",,,,,
,,,,,,,"Comply with all organizational rules and policies of the profession, the customer and the public.",,,,,
,,,,,,,"The customer and the public with regard to qualifications, experience and the performance or professional services.",,,,,
Radio,SRE,0,1,SingleQuestion,"You are a project manager in an organization with a strong PMO. One of the newly hired project managers told you that he has been a PMP(r) since 2003. While perusing the PMI website looking for some standards documentation, you happen to do a lookup on this person and find out that they are not in the PMI repository of PMP(r)s in good standing. What do you do?",,,"[Qno: PML_1476] >> Report the case to PMI. The PMP(r) credential is issued by PMI, you agree to their professional code of conducts. It is your responsibility.",,,,
,,,,,,,Report the case to HR,,,,,
,,,,,,1,Report the case to PMI,,,,,
,,,,,,,Report this case to his senior manager,,,,,
,,,,,,,Report the case to the PMO,,,,,
Radio,SRE,0,1,SingleQuestion, You are doing business in India and about to start working on a new government project. Knowing that ethics and local culture has been very sensitive issue within your company when a government agency approaches you that it is customary and basic ethics that you should return the favor. Since we have helped you getting this highly lucrative business here you need to be courteous enough. Unfortunately as per your parent company&rsquo;s country&rsquo;s culture this is called bribe. What do you do in this situation.,,,"[Qno: PML_1497] >>  This is a matter of complying with the policies, laws and regulations in the country where you are doing business; what is illegal in your country may be considered legal and ethical in another country",,,,
,,,,,,1,Report the issue to your manger and comply with official guidelines,,,,,
,,,,,,, Look for ways to help the contract facilitator and go out of the way,,,,,
,,,,,,, This is a bribe by your country&rsquo;s standards - under no circumstances will you comply with the official&rsquo;s request ,,,,,
,,,,,,, Report the issue to Indian Intelligence Agency,,,,,
Radio,SRE,0,1,SingleQuestion,"You are a project manager with ABC Ltd and you are assigned to a project that has already decided to be outsourced. As a project manager, you need to organize a formal bid process and select the vendor for this project. You own share in one of the vendor companies who also participated in the bidding process. What is the BEST course of action for you?",,,[Qno: PML_2293] >> ,,,,
,,,,,,1,Tell your manager and remove yourself from the vendor selection committee.,,,,,
,,,,,,,Get the vendor company selected for the project.,,,,,
,,,,,,,Keep the information to yourself.,,,,,
,,,,,,,Ask other members of the selection committee to select your vendor company,,,,,
Radio,TM,0,1,SingleQuestion,"You are planning to sequence activities on your project, which one of these is not required?",,,[Qno: PML_122] >> ,,,,
,,,,,,,Milestone list.,,,,,
,,,,,,,Activity attributes.,,,,,
,,,,,,,Organizational process assets.,,,,,
,,,,,,1,Scope baseline.,,,,,
Radio,TM,0,1,SingleQuestion,Network templates which contain only portions of a network are often referred to as,,,[Qno: PML_514] >> ,,,,
,,,,,,,Subprojects,,,,,
,,,,,,,Project Schedule,,,,,
,,,,,,1,Subnetworks,,,,,
,,,,,,,WBS items,,,,,
Radio,TM,0,1,SingleQuestion,What is typical for Critical chain project management?,,,"[Qno: PML_546] >> PMBOK(r) Guide 4th Edition, page 155.",,,,
,,,,,,,Management of total floats and free floats,,,,,
,,,,,,1,Management of buffers,,,,,
,,,,,,,Management of leads and lags,,,,,
,,,,,,,Management of resource over-allocations,,,,,
Radio,TM,0,1,SingleQuestion,Dummy relationships or dummy activities concept is related to ,,,[Qno: PML_905] >> ,,,,
,,,,,,,Precedence Diagramming Method [PDM],,,,,
,,,,,,1,Activity on Arrow (AOA),,,,,
,,,,,,,Fragment Network,,,,,
,,,,,,,Activity on Node (AON),,,,,
Radio,TM,0,1,SingleQuestion,Which is a technique for Define Activities?,,,[Qno: PML_908] >> Rolling wave planning is a technique for Define Activities. Other tool & techniques are for Sequence Activities.,,,,
,,,,,,,Mandatory Dependencies,,,,,
,,,,,,,Arrow Diagramming Method [ADM,,,,,
,,,,,,1,Rolling Wave Planning,,,,,
,,,,,,,Precedence Diagramming Method [PDM],,,,,
Radio,TM,0,1,SingleQuestion,The amount of time a task can be delayed without delaying the project completion date is called,,,[Qno: PML_1094] >> ,,,,
,,,,,,,Free Slack,,,,,
,,,,,,,Project Slack,,,,,
,,,,,,1,Total Slack,,,,,
,,,,,,,Project Lag,,,,,
Radio,TM,0,1,SingleQuestion,Critical Path is the,,,"[Qno: PML_1122] >> Critical path on your schedule network diagram is the longest path with shortest duration, with zero or negative float.",,,,
,,,,,,1,"Longest path, shortest duration",,,,,
,,,,,,,"Shortest path, longest duration",,,,,
,,,,,,,Path where the deliverables are more critical than other paths,,,,,
,,,,,,,Path with maximum float,,,,,
Radio,TM,0,1,SingleQuestion,What does RDU stand for?,,,[Qno: PML_1873] >> ,,,,
,,,,,,1,Remaining Duration,,,,,
,,,,,,,Really Dumb User,,,,,
,,,,,,,Ready for Download Use,,,,,
,,,,,,,Remaining Duration unassisted,,,,,
Radio,TM,0,1,SingleQuestion,The smallest unit of time used in scheduling the project is known as:,,,[Qno: PML_1881] >> ,,,,
,,,,,,,Scope unit,,,,,
,,,,,,,Time Measurement,,,,,
,,,,,,1,Calendar Unit,,,,,
,,,,,,,All of the Above,,,,,
Radio,TM,0,1,SingleQuestion,Gantt charts are used for ,,,[Qno: PML_1924] >> ,,,,
,,,,,,,Showing tasks relationships,,,,,
,,,,,,,Tracking actual vs. planned,,,,,
,,,,,,,"Communication with customer, management and project teams",,,,,
,,,,,,1,2 and 3,,,,,
Radio,TM,0,1,SingleQuestion,What is the purpose of work package?,,,[Qno: PML_1939] >> ,,,,
,,,,,,,Limit work to be performed to relatively short periods of time.,,,,,
,,,,,,,Represent units of work at a level where work is performed.,,,,,
,,,,,,,Distinguish one package from all others assigned to a single functional group.,,,,,
,,,,,,1,All of the above.,,,,,
Radio,TM,0,1,SingleQuestion,What should be the duration of milestone,,,[Qno: PML_2076] >> ,,,,
,,,,,,,Duration equal to the phase duration,,,,,
,,,,,,,Duration equal to the time required for a particular task to be completed,,,,,
,,,,,,1,Zero,,,,,
,,,,,,,Duration of the complete project till the milestone date,,,,,
Radio,TM,0,1,SingleQuestion,A finish-to-finish relationship means,,,[Qno: PML_2740] >> ,,,,
,,,,,,1, the successor task cannot finish until the predecessor task has finished.,,,,,
,,,,,,,the successor task and the predecessor task must finish at the same time.,,,,,
,,,,,,,the successor task should not finish earlier than the predecessor task but no logical relationship is implied.,,,,,
,,,,,,,the predecessor task cannot finish until the successor task has finished.,,,,,
Radio,TM,0,1,SingleQuestion,Which of the following activity is not part of communication requirements definition?,,,[Qno: PML_2741] >> Determining if the necessary communication technology is available in the project environment or not is part of the communications technology assessment.,,,,
,,,,,,,Assessing the type and format of information required.,,,,,
,,,,,,,Assessing the stakeholder responsibility relationships,,,,,
,,,,,,,Performing a benefit/cost analysis on the value of each element of information.,,,,,
,,,,,,1,Determining if the necessary communication technology is available in the project environment.,,,,,
Radio,TM,0,1,SingleQuestion,A resource calendar,,,"[Qno: PML_2742] >> Project calendars, Task Calendars, Resource calendars are three calendar related to any project. Resource calendar can override to project calendar with regard to resource availability and task calendar can override resource calendar with regard to the date and time task should happen.",,,,
,,,,,,1,contains information regarding vacation and training time.,,,,,
,,,,,,,is a component of the project calendar.,,,,,
,,,,,,,related with the work times applicable for all machine and human resources.,,,,,
,,,,,,,is not appropriate for use with resource pools.,,,,,
Radio,TM,0,1,SingleQuestion,The objective of the Define Activities process is to,,,[Qno: PML_2748] >> ,,,,
,,,,,,1,identify the specific activities that must be performed to produce the various deliverables and sub-deliverables.,,,,,
,,,,,,,identify the specific activities that must be performed in order to achieve the various project objectives.,,,,,
,,,,,,,identify the specific activities that should be included in the Work Breakdown Structure.,,,,,
,,,,,,,identify the specific activities that need to be defined such that the project objectives will be achieved.,,,,,
